,index,node,importance,Unnamed: 0,symbol,weight,Type
193,196,POU2F2,0.0006334336748117275,66749.0,POU2F2,7.0,coding
194,197,TRAT1,0.0006332533310110268,79285.0,TRAT1,3.0,coding
195,198,POLR2D,0.0006310252556917817,8866.0,POLR2D,1.0,coding
196,199,CD28,0.0006296735988383444,52237.0,CD28,2.0,coding
197,200,RAN,0.0006270963697336537,15633.0,RAN,1.0,coding
201,205,CD3E,0.0006153324780166659,52241.0,CD3E,3.0,coding
202,206,ERBB4,0.0006150977740941117,88271.0,ERBB4,14.0,coding
204,208,XPO1,0.0006115346282277005,89167.0,XPO1,16.0,coding
206,210,E2F3,0.0005979120587607058,75847.0,E2F3,3.0,coding
207,211,ITPR1,0.0005970132826672049,81393.0,ITPR1,15.0,coding
208,212,PRKCQ,0.0005958974973165892,78143.0,PRKCQ,11.0,coding
209,213,SYNCRIP,0.0005931149292038949,85906.0,SYNCRIP,8.0,coding
210,214,PLCG1,0.0005924938227138951,78017.0,PLCG1,8.0,coding
212,216,IGF1R,0.0005908028374319567,64959.0,IGF1R,7.0,coding
213,217,FANCA,0.0005888029619270276,74006.0,FANCA,8.0,coding
214,218,KAT2B,0.0005869612320888738,89834.0,KAT2B,6.0,coding
215,219,MAX,0.0005827913547440739,89955.0,MAX,2.0,coding
216,220,HSP90AA1,0.0005820629468865671,76576.0,HSP90AA1,3.0,coding
218,222,IL2RB,0.0005788694574937792,80221.0,IL2RB,3.0,coding
219,223,CTCF,0.0005775902960374976,88211.0,CTCF,17.0,coding
220,224,GSK3B,0.0005764923832995468,52907.0,GSK3B,2.0,coding
224,228,CHEK1,0.0005685915051761714,41041.0,CHEK1,2.0,coding
225,229,STAT3,0.0005683665942628351,63498.0,STAT3,5.0,coding
226,230,SRPK1,0.0005668714521259688,63852.0,SRPK1,3.0,coding
228,232,AURKB,0.0005635535124020504,39377.0,AURKB,3.0,coding
230,234,NUFIP2,0.0005606485914841396,62083.0,NUFIP2,4.0,coding
231,235,ELF1,0.0005576676464253974,83838.0,ELF1,8.0,coding
232,236,PTPN11,0.0005569047493481832,49756.0,PTPN11,1.0,coding
233,237,RACGAP1,0.0005540942573825472,78274.0,RACGAP1,3.0,coding
234,238,NCOR1,0.0005521482915011851,88437.0,NCOR1,45.0,coding
236,240,RRM2,0.000549650279587676,40192.0,RRM2,1.0,coding
237,241,GAPDH,0.0005494089290853224,61829.0,GAPDH,1.0,coding
239,243,SMAD1,0.0005452641639139838,39873.0,SMAD1,1.0,coding
